track,artist,album,date_added,plays,popularity,acousticness,danceability,speechiness,tempo,time_signature,valence,energy,liveness,instrumentalness
Complexion (A Zulu Love),Kendrick Lamar,To Pimp A Butterfly,2015-04-23,0,19,0.57,0.66,0.3,89,4,0.37,0.56,0.22,0.0
You Ain't Gotta Lie (Momma Said),Kendrick Lamar,To Pimp A Butterfly,2015-04-23,0,19,0.46,0.44,0.22,93,4,0.67,0.64,0.28,0.0
Mortal Man,Kendrick Lamar,To Pimp A Butterfly,2015-04-23,0,17,0.66,0.57,0.75,86,4,0.42,0.52,0.71,0.0
The End.,My Chemical Romance,The Black Parade,2015-01-22,0,59,0.08,0.29,0.04,175,3,0.21,0.55,0.41,0.0
Sleep,My Chemical Romance,The Black Parade,2015-01-22,0,55,0.0,0.19,0.2,155,4,0.15,0.95,0.38,0.0
Masamune,Periphery,Periphery II,2016-01-09,0,29,0.0,0.3,0.1,103,4,0.12,0.96,0.06,0.0
The Gods Must Be Crazy!,Periphery,Periphery II,2016-01-09,0,31,0.0,0.43,0.14,104,3,0.2,0.98,0.3,0.0
Migration,Bonobo,Migration,2017-02-01,0,56,0.76,0.56,0.04,122,4,0.04,0.56,0.17,0.95
Choice Kingdom,alt-J,This Is All Yours,2016-09-12,0,50,0.87,0.44,0.03,124,4,0.12,0.18,0.28,0.48
Poplar St,Glass Animals,How To Be A Human Being,2016-09-26,0,23,0.23,0.59,0.03,69,4,0.27,0.44,0.14,0.0
Agnes,Glass Animals,How To Be A Human Being,2016-09-26,0,22,0.01,0.55,0.02,164,4,0.24,0.53,0.12,0.02
Phoenix,TesseracT,Polaris / Errai,2016-09-23,0,30,0.0,0.45,0.04,138,3,0.17,0.83,0.09,0.0
Dystopia,TesseracT,Polaris / Errai,2016-09-23,0,33,0.01,0.44,0.04,119,4,0.1,0.63,0.12,0.09
Utopia,TesseracT,Polaris / Errai,2016-09-23,0,30,0.02,0.38,0.08,92,3,0.07,0.81,0.11,0.0
Messenger,TesseracT,Polaris / Errai,2016-09-23,0,29,0.0,0.49,0.06,90,3,0.25,0.9,0.25,0.0
Survival (Errai),TesseracT,Polaris / Errai,2016-09-23,0,30,0.62,0.59,0.03,135,4,0.2,0.48,0.1,0.01
Cages (Errai),TesseracT,Polaris / Errai,2016-09-23,0,29,0.26,0.45,0.04,160,3,0.13,0.46,0.09,0.02
Tourniquet (Errai),TesseracT,Polaris / Errai,2016-09-23,0,29,0.68,0.36,0.05,160,3,0.1,0.46,0.1,0.52
Seven Names (Errai),TesseracT,Polaris / Errai,2016-09-23,0,28,0.18,0.53,0.04,137,3,0.12,0.57,0.12,0.17
Cages,TesseracT,Polaris / Errai,2016-09-23,0,29,0.03,0.47,0.05,160,4,0.16,0.71,0.1,0.7
M.I.A.,Avenged Sevenfold,City Of Evil (PA Version),2016-09-21,0,57,0.01,0.21,0.06,164,4,0.13,0.8,0.12,0.0
Betrayed,Avenged Sevenfold,City Of Evil (PA Version),2016-09-21,0,49,0.0,0.47,0.06,130,4,0.52,0.93,0.3,0.0
Trashed And Scattered,Avenged Sevenfold,City Of Evil (PA Version),2016-09-21,0,55,0.0,0.33,0.11,175,4,0.33,0.96,0.25,0.0
Garden Of England – Interlude,alt-J,This Is All Yours,2016-09-12,0,45,0.95,0.21,0.05,69,4,0.11,0.09,0.29,0.0
Mile Zero,Periphery,Periphery II,2016-01-09,0,32,0.0,0.44,0.11,145,4,0.1,0.94,0.23,0.0
Pusher,alt-J,This Is All Yours,2016-09-12,0,47,0.95,0.62,0.06,114,4,0.1,0.05,0.13,0.0
Bloodflood pt.II,alt-J,This Is All Yours,2016-09-12,0,48,0.72,0.6,0.04,120,4,0.09,0.57,0.07,0.06
Leaving Nara,alt-J,This Is All Yours,2016-09-12,0,45,0.55,0.46,0.04,120,4,0.04,0.04,0.1,0.0
Lovely Day (Bonus Track),alt-J,This Is All Yours,2016-09-12,0,52,0.05,0.35,0.04,99,4,0.18,0.48,0.1,0.29
Hunger Of The Pine,alt-J,This Is All Yours,2016-09-12,0,56,0.78,0.6,0.03,93,4,0.08,0.42,0.11,0.03
Sweet Life,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,58,0.23,0.48,0.2,84,4,0.8,0.55,0.08,0.0
Start,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,49,0.76,0.33,0.15,77,5,0.03,0.31,0.57,0.94
Thinkin Bout You,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,72,0.38,0.72,0.05,129,4,0.2,0.35,0.1,0.0
Fertilizer,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,52,0.75,0.7,0.09,115,4,0.96,0.56,0.27,0.03
Sierra Leone,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,55,0.18,0.55,0.08,124,4,0.62,0.59,0.11,0.02
Not Just Money,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,51,0.75,0.37,0.42,152,1,0.1,0.81,0.55,0.04
Pilot Jones,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,54,0.44,0.4,0.33,120,4,0.43,0.44,0.82,0.0
Bad Religion,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,57,0.75,0.29,0.04,78,4,0.1,0.37,0.07,0.0
Lost,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,69,0.03,0.91,0.22,123,4,0.49,0.6,0.17,0.0
Take A Slice,Glass Animals,How To Be A Human Being,2016-09-26,0,17,0.02,0.61,0.11,152,4,0.64,0.66,0.23,0.0
New York City Cops,The Strokes,Is This It,2016-10-07,0,49,0.07,0.52,0.04,107,4,0.46,0.85,0.34,0.0
Take It Or Leave It,The Strokes,Is This It,2016-10-07,0,50,0.0,0.43,0.04,154,4,0.48,0.92,0.1,0.35
Trying Your Luck,The Strokes,Is This It,2016-10-07,0,49,0.01,0.5,0.03,143,4,0.63,0.69,0.13,0.01
Break Apart,Bonobo,Migration,2017-02-01,0,62,0.86,0.65,0.03,119,4,0.08,0.46,0.37,0.09
Outlier,Bonobo,Migration,2017-02-01,0,53,0.23,0.69,0.05,117,4,0.24,0.59,0.07,0.83
Grains,Bonobo,Migration,2017-02-01,0,50,0.84,0.44,0.04,124,4,0.16,0.42,0.09,0.97
Ontario,Bonobo,Migration,2017-02-01,0,50,0.24,0.54,0.03,90,4,0.11,0.46,0.09,0.53
7th Sevens,Bonobo,Migration,2017-02-01,0,50,0.03,0.66,0.04,118,4,0.2,0.65,0.11,0.86
Figures,Bonobo,Migration,2017-02-01,0,52,0.56,0.3,0.05,88,3,0.18,0.4,0.12,0.13
Bambro Koyo Ganda,Bonobo,Migration,2017-02-01,0,59,0.21,0.72,0.06,115,4,0.18,0.57,0.13,0.33
Cosmic Hero,Car Seat Headrest,Teens Of Denial,2017-01-17,0,45,0.08,0.59,0.03,117,4,0.15,0.48,0.08,0.58
Connect the Dots (The Saga of Frank Sinatra),Car Seat Headrest,Teens Of Denial,2017-01-17,0,40,0.02,0.25,0.1,164,4,0.23,0.78,0.05,0.02
Joe Goes to School,Car Seat Headrest,Teens Of Denial,2017-01-17,0,38,0.85,0.62,0.07,74,4,0.37,0.05,0.07,0.0
Unforgiving Girl (She's Not An),Car Seat Headrest,Teens Of Denial,2017-01-17,0,45,0.06,0.39,0.05,164,4,0.68,0.59,0.76,0.0
Baby Blue,Deafheaven,New Bermuda,2017-01-11,0,35,0.01,0.25,0.06,152,4,0.04,0.77,0.14,0.89
Come Back,Deafheaven,New Bermuda,2017-01-11,0,35,0.0,0.25,0.07,140,4,0.37,0.89,0.11,0.9
Gifts for the Earth,Deafheaven,New Bermuda,2017-01-11,0,34,0.0,0.22,0.05,151,4,0.05,0.83,0.07,0.69
Lazarus,David Bowie,Blackstar,2017-01-01,0,59,0.05,0.66,0.03,129,4,0.51,0.7,0.09,0.14
The French Open,Foals,Antidotes,2016-11-28,0,0,0.0,0.74,0.06,145,4,0.68,0.77,0.12,0.12
Big Big Love (Fig .2),Foals,Antidotes,2016-11-28,0,2,0.05,0.36,0.06,127,4,0.4,0.92,0.39,0.05
Brazil Is Here,Foals,Antidotes,2016-11-28,0,1,0.2,0.62,0.03,136,4,0.73,0.92,0.05,0.66
Riot Van,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2016-10-09,0,3,0.36,0.59,0.05,103,4,0.26,0.33,0.24,0.0
Red Light Indicates Doors Are Secured,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2016-10-09,0,3,0.0,0.62,0.03,110,4,0.91,0.85,0.1,0.0
Perhaps Vampires Is A Bit Strong But…,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2016-10-09,0,2,0.0,0.37,0.08,134,4,0.39,0.91,0.09,0.0
When The Sun Goes Down,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2016-10-09,0,7,0.04,0.35,0.19,169,4,0.42,0.87,0.11,0.0
From The Ritz To The Rubble,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2016-10-09,0,5,0.0,0.22,0.04,189,4,0.66,0.88,0.31,0.0
Mardy Bum,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2016-10-09,0,9,0.03,0.63,0.04,112,4,0.31,0.6,0.2,0.0
Still Take You Home,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2016-10-09,0,3,0.0,0.6,0.04,108,4,0.65,0.95,0.1,0.0
Soma,The Strokes,Is This It,2016-10-07,0,49,0.08,0.5,0.03,148,4,0.5,0.72,0.07,0.01
Barely Legal,The Strokes,Is This It,2016-10-07,0,50,0.0,0.43,0.04,157,4,0.86,0.89,0.09,0.05
The Modern Age,The Strokes,Is This It,2016-10-07,0,51,0.01,0.53,0.03,145,4,0.87,0.89,0.14,0.76
"Alone, Together",The Strokes,Is This It,2016-10-07,0,48,0.01,0.51,0.03,142,4,0.96,0.86,0.07,0.89
Monks,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,52,0.05,0.74,0.18,102,4,0.59,0.76,0.23,0.0
Forrest Gump,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,62,0.08,0.68,0.03,94,4,0.19,0.4,0.39,0.0
End,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,50,0.38,0.56,0.12,120,4,0.36,0.3,0.09,0.79
C'mon Girl,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,53,0.02,0.55,0.04,112,4,0.62,0.88,0.46,0.0
Desecration Smile,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,60,0.14,0.57,0.02,91,4,0.45,0.8,0.11,0.0
Strip My Mind,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,58,0.03,0.39,0.03,135,4,0.26,0.65,0.11,0.0
Torture Me,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,55,0.0,0.28,0.14,90,3,0.4,0.95,0.19,0.0
Hump de Bump,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,59,0.14,0.69,0.04,111,4,0.9,0.97,0.06,0.0
Stadium Arcadium,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,60,0.02,0.49,0.03,113,4,0.22,0.71,0.16,0.0
Charlie,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,61,0.02,0.6,0.07,110,4,0.51,0.91,0.09,0.0
Tell Me Baby,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,66,0.0,0.7,0.06,107,4,0.28,0.99,0.09,0.0
Readymade,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,52,0.01,0.52,0.08,149,4,0.8,0.94,0.11,0.0
21st Century,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,53,0.01,0.61,0.05,115,4,0.67,0.89,0.14,0.14
Death Of A Martian,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,51,0.01,0.46,0.05,114,4,0.42,0.87,0.08,0.0
Turn It Again,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,51,0.01,0.47,0.1,110,4,0.64,0.88,0.21,0.0
Storm In A Teacup,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,50,0.07,0.57,0.06,102,4,0.35,0.98,0.08,0.0
So Much I,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,50,0.12,0.37,0.17,149,4,0.4,0.99,0.17,0.0
We Believe,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,49,0.16,0.65,0.06,97,4,0.58,0.87,0.42,0.0
Make You Feel Better,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,54,0.02,0.4,0.04,179,4,0.68,0.88,0.17,0.0
If,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,51,0.84,0.34,0.04,128,3,0.22,0.15,0.31,0.0
"Audio Commentary For ""Stadium Arcadium"" - Short Version",Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,43,0.83,0.62,0.96,79,4,0.56,0.38,0.2,0.0
She Looks To Me,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,54,0.01,0.58,0.03,88,4,0.45,0.77,0.16,0.0
Animal Bar,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,51,0.07,0.56,0.04,146,4,0.22,0.67,0.11,0.0
Hard To Concentrate,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,58,0.16,0.64,0.03,105,4,0.33,0.5,0.31,0.0
Facepalm Mute,Periphery,Periphery II,2016-01-09,0,33,0.0,0.29,0.12,112,4,0.22,0.92,0.23,0.0
Muramasa,Periphery,Periphery II,2016-01-09,0,32,0.0,0.27,0.07,180,5,0.14,0.87,0.34,0.0
Epoch,Periphery,Periphery II,2016-01-09,0,27,0.0,0.56,0.05,120,4,0.23,0.8,0.49,0.8
Have a Blast,Periphery,Periphery II,2016-01-09,0,34,0.0,0.25,0.17,107,4,0.09,0.98,0.61,0.0
Luck as a Constant,Periphery,Periphery II,2016-01-09,0,34,0.0,0.44,0.16,134,4,0.05,0.97,0.36,0.0
Ragnarok,Periphery,Periphery II,2016-01-09,0,34,0.0,0.29,0.15,116,4,0.11,0.94,0.51,0.0
Ji,Periphery,Periphery II,2016-01-09,0,31,0.0,0.44,0.06,93,4,0.2,0.95,0.1,0.0
MAKE TOTAL DESTROY,Periphery,Periphery II,2016-01-09,0,36,0.0,0.44,0.17,129,4,0.1,0.98,0.21,0.0
Froggin' Bullfish,Periphery,Periphery II,2016-01-09,0,29,0.0,0.14,0.35,190,3,0.09,0.97,0.53,0.0
Warlocks,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,52,0.06,0.67,0.1,97,4,0.87,0.98,0.11,0.0
Wet Sand,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,63,0.03,0.31,0.03,176,4,0.51,0.75,0.14,0.0
White,Frank Ocean,channel ORANGE (Explicit Version),2016-09-03,0,55,0.77,0.61,0.06,139,4,0.32,0.07,0.09,0.9
Hey,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,56,0.31,0.82,0.04,122,4,0.74,0.58,0.1,0.0
Habitual Line-Stepper,Periphery,Periphery III: Select Difficulty,2016-07-23,0,34,0.0,0.49,0.12,102,4,0.12,0.96,0.2,0.0
The Price is Wrong,Periphery,Periphery III: Select Difficulty,2016-07-23,0,37,0.0,0.54,0.19,110,4,0.2,0.99,0.1,0.0
Motormouth,Periphery,Periphery III: Select Difficulty,2016-07-23,0,36,0.0,0.3,0.18,129,4,0.33,0.98,0.1,0.0
Marigold,Periphery,Periphery III: Select Difficulty,2016-07-23,0,47,0.0,0.21,0.21,105,4,0.06,0.95,0.1,0.0
The Way the News Goes...,Periphery,Periphery III: Select Difficulty,2016-07-23,0,41,0.0,0.47,0.09,102,4,0.29,0.94,0.14,0.0
Absolomb,Periphery,Periphery III: Select Difficulty,2016-07-23,0,37,0.0,0.43,0.1,90,4,0.2,0.93,0.09,0.0
Remain Indoors,Periphery,Periphery III: Select Difficulty,2016-07-23,0,38,0.0,0.46,0.09,134,4,0.24,0.97,0.11,0.0
Catch Fire,Periphery,Periphery III: Select Difficulty,2016-07-23,0,38,0.0,0.26,0.18,168,4,0.56,0.93,0.12,0.0
Prayer Position,Periphery,Periphery III: Select Difficulty,2016-07-23,0,39,0.0,0.52,0.16,107,3,0.19,0.98,0.07,0.0
Lune,Periphery,Periphery III: Select Difficulty,2016-07-23,0,40,0.0,0.49,0.04,134,1,0.34,0.85,0.09,0.0
Flatline,Periphery,Periphery III: Select Difficulty,2016-07-23,0,39,0.0,0.2,0.41,177,4,0.18,0.98,0.11,0.0
Poltergeist,Deftones,Koi No Yokan,2016-06-10,0,47,0.0,0.44,0.12,155,4,0.28,0.95,0.08,0.71
Swerve City,Deftones,Koi No Yokan,2016-06-10,0,56,0.0,0.46,0.07,111,4,0.37,0.96,0.67,0.01
Romantic Dreams,Deftones,Koi No Yokan,2016-06-10,0,49,0.0,0.15,0.15,78,3,0.27,0.96,0.65,0.0
Entombed,Deftones,Koi No Yokan,2016-06-10,0,48,0.01,0.4,0.04,130,4,0.17,0.75,0.37,0.13
Gauze,Deftones,Koi No Yokan,2016-06-10,0,42,0.0,0.32,0.06,110,4,0.29,0.93,0.35,0.04
Goon Squad,Deftones,Koi No Yokan,2016-06-10,0,42,0.0,0.29,0.1,156,4,0.04,0.93,0.07,0.87
What Happened to You?,Deftones,Koi No Yokan,2016-06-10,0,42,0.02,0.54,0.06,152,4,0.57,0.78,0.1,0.05
Graphic Nature,Deftones,Koi No Yokan,2016-06-10,0,43,0.0,0.38,0.04,91,4,0.32,0.91,0.36,0.22
Snake Oil,Foals,What Went Down,2016-06-09,0,50,0.0,0.5,0.04,141,4,0.54,0.85,0.15,0.79
Lonely Hunter,Foals,What Went Down,2016-06-09,0,50,0.0,0.21,0.04,150,5,0.3,0.74,0.34,0.42
Night Swimmers,Foals,What Went Down,2016-06-09,0,49,0.01,0.58,0.05,123,4,0.64,0.94,0.08,0.82
Pittura Infamante,Deftones,Gore,2016-05-29,0,42,0.0,0.17,0.04,108,3,0.34,0.84,0.32,0.01
Gore,Deftones,Gore,2016-05-29,0,42,0.0,0.33,0.06,142,4,0.18,0.91,0.11,0.31
Rubicon,Deftones,Gore,2016-05-29,0,41,0.0,0.24,0.05,148,4,0.29,0.86,0.11,0.85
Xenon,Deftones,Gore,2016-05-29,0,42,0.0,0.27,0.05,142,4,0.18,0.9,0.44,0.26
(L)MIRL,Deftones,Gore,2016-05-29,0,42,0.0,0.31,0.03,140,4,0.09,0.76,0.11,0.79
In Chains,The War On Drugs,A Deeper Understanding,2017-08-25,0,53,0.0,0.5,0.07,137,4,0.63,0.96,0.08,0.41
Especially In Michigan,Red Hot Chili Peppers,Stadium Arcadium,2016-03-14,0,59,0.0,0.47,0.03,102,4,0.36,0.83,0.1,0.0
Clean Living,The War On Drugs,A Deeper Understanding,2017-08-25,0,50,0.26,0.38,0.03,87,4,0.06,0.5,0.11,0.02
The King Of Carrot Flowers Pt. One,Neutral Milk Hotel,In The Aeroplane Over The Sea,2018-02-11,0,8,0.11,0.41,0.03,93,4,0.34,0.51,0.36,0.88
Thinking Of A Place,The War On Drugs,A Deeper Understanding,2017-08-25,0,62,0.38,0.48,0.03,103,4,0.16,0.63,0.12,0.08
Violent Crimes,Kanye West,ye,2018-06-01,0,77,0.37,0.66,0.52,110,4,0.04,0.42,0.19,0.0
Death Will Bring Change,Parquet Courts,Wide Awake!,2018-05-24,0,47,0.4,0.57,0.04,120,4,0.44,0.68,0.58,0.0
Freebird II,Parquet Courts,Wide Awake!,2018-05-24,0,54,0.04,0.55,0.03,120,4,0.86,0.76,0.08,0.0
Mardi Gras Beads,Parquet Courts,Wide Awake!,2018-05-24,0,52,0.01,0.43,0.03,118,4,0.6,0.82,0.14,0.07
Almost Had to Start a Fight/In and Out of Patience,Parquet Courts,Wide Awake!,2018-05-24,0,55,0.11,0.41,0.18,92,4,0.82,0.94,0.86,0.0
Normalization,Parquet Courts,Wide Awake!,2018-05-24,0,48,0.05,0.46,0.22,147,4,0.82,0.82,0.38,0.0
The Palace,Father John Misty,God's Favorite Customer,2018-06-01,0,50,0.98,0.44,0.03,105,4,0.1,0.1,0.09,0.0
zzz pt.ⅰi,harunemuri,harutosyura,2018-06-07,0,31,0.05,0.65,0.05,100,4,0.59,0.84,0.19,0.89
Tenderness,Parquet Courts,Wide Awake!,2018-05-24,0,59,0.16,0.72,0.04,98,4,0.94,0.74,0.07,0.0
narashite(hasegawahakushi remix),harunemuri,harutosyura,2018-06-07,0,25,0.52,0.57,0.04,95,4,0.27,0.68,0.38,0.0
underground(shnkuti remix),harunemuri,harutosyura,2018-06-07,0,26,0.05,0.68,0.26,188,4,0.56,0.78,0.15,0.0
yoruwooyoideta(Nemu remix),harunemuri,harutosyura,2018-06-07,0,28,0.01,0.57,0.05,102,3,0.67,0.92,0.1,0.01
zzz pt.ⅰiii,harunemuri,harutosyura,2018-06-07,0,0,0.0,0.0,0.0,0,0,0.0,0.99,0.42,0.0
rock 'n' roll wa shinanai with totsuzenshounen,harunemuri,harutosyura,2018-06-07,0,34,0.01,0.4,0.15,109,4,0.32,0.96,0.36,0.0
zzz pt.ⅰii,harunemuri,harutosyura,2018-06-07,0,0,0.68,0.85,0.38,94,3,0.88,0.1,0.09,0.0
Back to Earth,Parquet Courts,Wide Awake!,2018-05-24,0,47,0.02,0.62,0.04,120,4,0.5,0.83,0.72,0.76
Extinction,Parquet Courts,Wide Awake!,2018-05-24,0,47,0.21,0.52,0.04,95,4,0.9,0.87,0.2,0.0
sekaiwotorikaeshiteokure,harunemuri,harutosyura,2018-06-07,0,36,0.0,0.43,0.21,186,4,0.65,0.96,0.33,0.05
Look of Love,Hop Along,"Bark Your Head Off, Dog",2018-04-30,0,39,0.39,0.4,0.04,127,4,0.34,0.46,0.08,0.0
Tired Games,Forth Wanderers,Forth Wanderers,2018-04-28,0,29,0.0,0.43,0.05,111,3,0.45,0.81,0.18,0.39
New Face,Forth Wanderers,Forth Wanderers,2018-04-28,0,30,0.0,0.46,0.04,126,4,0.55,0.89,0.15,0.43
Be My Baby,Forth Wanderers,Forth Wanderers,2018-04-28,0,31,0.76,0.46,0.02,88,4,0.12,0.28,0.08,0.0
Not For Me,Forth Wanderers,Forth Wanderers,2018-04-28,0,35,0.0,0.42,0.06,129,4,0.26,0.91,0.35,0.0
Taste,Forth Wanderers,Forth Wanderers,2018-04-28,0,41,0.0,0.42,0.03,92,3,0.16,0.64,0.09,0.0
Ages Ago,Forth Wanderers,Forth Wanderers,2018-04-28,0,41,0.0,0.27,0.04,202,4,0.42,0.63,0.17,0.0
One That Suits Me,Hop Along,"Bark Your Head Off, Dog",2018-04-30,0,41,0.06,0.48,0.03,118,4,0.82,0.72,0.14,0.0
Ball For Me (feat. Nicki Minaj),Post Malone,beerbongs & bentleys,2018-05-01,0,86,0.49,0.79,0.22,134,4,0.5,0.56,0.08,0.0
What the Writer Meant,Hop Along,"Bark Your Head Off, Dog",2018-04-30,0,40,0.21,0.64,0.03,120,4,0.7,0.78,0.11,0.0
How You Got Your Limp,Hop Along,"Bark Your Head Off, Dog",2018-04-30,0,41,0.69,0.6,0.03,109,4,0.35,0.25,0.14,0.0
The Fox in Motion,Hop Along,"Bark Your Head Off, Dog",2018-04-30,0,42,0.18,0.75,0.04,126,4,0.69,0.69,0.26,0.0
Spoil My Night (feat. Swae Lee),Post Malone,beerbongs & bentleys,2018-05-01,0,82,0.34,0.67,0.03,160,4,0.26,0.68,0.11,0.0
Psycho (feat. Ty Dolla $ign),Post Malone,beerbongs & bentleys,2018-05-01,0,91,0.58,0.74,0.12,140,4,0.44,0.56,0.11,0.0
rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,2018-05-01,0,92,0.12,0.59,0.09,159,4,0.14,0.54,0.13,0.0
yoruwooyoideta,harunemuri,harutosyura,2018-06-07,0,34,0.19,0.58,0.04,101,4,0.9,0.83,0.07,0.0
MAKE MORE NOISE OF YOU,harunemuri,harutosyura,2018-06-07,0,39,0.0,0.58,0.06,105,4,0.17,1.0,0.12,0.55
The Only Hope For Me Is You,My Chemical Romance,Danger Days: The True Lives Of The Fabulous Killjoys,2018-03-23,0,51,0.0,0.48,0.05,125,4,0.13,0.85,0.12,0.0
Worthless Animal,Deafheaven,Ordinary Corrupt Human Love,2018-07-14,0,43,0.0,0.2,0.03,84,4,0.34,0.91,0.22,0.83
Cool & Collected,Let's Eat Grandma,I'm All Ears,2018-07-07,0,41,0.53,0.54,0.03,96,4,0.05,0.37,0.1,0.01
I Will Be Waiting,Let's Eat Grandma,I'm All Ears,2018-07-07,0,46,0.13,0.51,0.03,110,4,0.08,0.69,0.09,0.28
It's Not Just Me,Let's Eat Grandma,I'm All Ears,2018-07-07,0,51,0.43,0.64,0.05,125,4,0.35,0.6,0.09,0.0
Hot Pink,Let's Eat Grandma,I'm All Ears,2018-07-07,0,50,0.2,0.72,0.08,103,4,0.18,0.55,0.09,0.0
Snakes & Ladders,Let's Eat Grandma,I'm All Ears,2018-07-07,0,44,0.12,0.51,0.03,141,3,0.25,0.65,0.14,0.0
Night People,Deafheaven,Ordinary Corrupt Human Love,2018-07-14,0,43,0.49,0.44,0.03,90,4,0.09,0.5,0.19,0.48
Measurements,James Blake,James Blake,2018-07-19,0,29,0.9,0.56,0.05,60,4,0.21,0.14,0.13,0.0
Donnie Darko,Let's Eat Grandma,I'm All Ears,2018-07-07,0,43,0.05,0.69,0.03,117,4,0.04,0.38,0.11,0.01
I Mind,James Blake,James Blake,2018-07-19,0,30,0.62,0.53,0.05,109,4,0.2,0.43,0.13,0.49
Enough Thunder,James Blake,James Blake,2018-07-19,0,30,0.98,0.41,0.04,110,3,0.21,0.14,0.09,0.0
Not Long Now,James Blake,James Blake,2018-07-19,0,31,0.95,0.45,0.06,135,4,0.05,0.13,0.12,0.24
A Case Of You,James Blake,James Blake,2018-07-19,0,44,0.93,0.46,0.08,166,4,0.47,0.28,0.11,0.0
Fall Creek Boys Choir,James Blake,James Blake,2018-07-19,0,45,0.95,0.56,0.05,99,4,0.17,0.27,0.08,0.0
We Might Feel Unsound,James Blake,James Blake,2018-07-19,0,30,0.83,0.43,0.12,149,4,0.09,0.56,0.12,0.31
Ava,Let's Eat Grandma,I'm All Ears,2018-07-07,0,42,0.9,0.63,0.04,108,3,0.32,0.14,0.07,0.0
Missed Call (1),Let's Eat Grandma,I'm All Ears,2018-07-07,0,40,0.92,0.82,0.06,114,4,0.48,0.7,0.1,0.82
The Memo,Father John Misty,Pure Comedy,2018-06-09,0,40,0.63,0.5,0.04,90,4,0.28,0.27,0.08,0.0
Birdie,Father John Misty,Pure Comedy,2018-06-09,0,41,0.91,0.45,0.04,113,3,0.26,0.26,0.11,0.0
Two Wildly Different Perspectives,Father John Misty,Pure Comedy,2018-06-09,0,43,0.8,0.19,0.04,56,5,0.19,0.23,0.36,0.0
When the God of Love Returns There'll Be Hell to Pay,Father John Misty,Pure Comedy,2018-06-09,0,41,0.73,0.42,0.04,83,4,0.22,0.19,0.12,0.0
So I'm Growing Old on Magic Mountain,Father John Misty,Pure Comedy,2018-06-09,0,42,0.74,0.35,0.03,106,4,0.08,0.2,0.14,0.0
In Twenty Years or So,Father John Misty,Pure Comedy,2018-06-09,0,39,0.33,0.34,0.04,113,3,0.08,0.16,0.08,0.0
Leaving LA,Father John Misty,Pure Comedy,2018-06-09,0,41,0.72,0.43,0.03,115,4,0.25,0.18,0.11,0.0
Smoochie,Father John Misty,Pure Comedy,2018-06-09,0,43,0.28,0.52,0.03,119,4,0.15,0.33,0.11,0.0
Total Entertainment Forever,Father John Misty,Pure Comedy,2018-06-09,0,51,0.18,0.39,0.05,157,4,0.57,0.8,0.15,0.0
